"subj_code","trial_index","task","stimulus","rules_scen","rules_rule","rules_question","rules_textviolation","rules_purposeviolation","rules_violationtype","rules_yeskey","response_input","rules_response_verbal","rules_response_num","rt","stroopflanker_correct_resp","stroop_color","stroop_text","stroopflanker_correct","congruent","flanker_direction"
"bsBTMtR449YJ",619,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A member of the public walks past the laboratory while going home.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A member of the public walks past the laboratory while going home.",0,0,"off","i","e","no",0,3131,"","","","","congruent",""
"bsBTMtR449YJ",621,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A tourist walks past the laboratory on his way to the wax museum.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A tourist walks past the laboratory on his way to the wax museum.",0,0,"off","i","e","no",0,2501,"","","","","congruent",""
"bsBTMtR449YJ",623,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A skilled technician enters the lab to discuss a job opening.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A skilled technician enters the lab to discuss a job opening.",1,0,"over","i","i","yes",1,3261,"","","","","incongruent",""
"bsBTMtR449YJ",625,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A retired scientist visits the lab to offer advice to new hirees.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A retired scientist visits the lab to offer advice to new hirees.",1,0,"over","i","i","yes",1,4097,"","","","","incongruent",""
"bsBTMtR449YJ",627,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab member stays after work and gets drunk in the laboratory.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A lab member stays after work and gets drunk in the laboratory.",0,1,"under","i","e","no",0,4324,"","","","","incongruent",""
"bsBTMtR449YJ",629,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A scientist working at the laboratory starts a new experiment.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A scientist working at the laboratory starts a new experiment.",0,0,"off","i","e","no",0,3583,"","","","","congruent",""
"bsBTMtR449YJ",631,"rules","To avoid accidents, the director of a scientific laboratory issued a rule:<br> ""Access for laboratory personnel only""<br><br><br><b>A lab member spends the night sleeping on fragile lab equipment.</b><br>","auth","To avoid accidents, the director of a scientific laboratory issued a rule: ""Access for Laboratory Personnel Only"".","A lab member spends the night sleeping on fragile lab equipment.",0,1,"under","i","e","no",0,3489,"","","","","incongruent",""
"j1fpeDp6n8UR",35,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A blind person brings his trained guide dog into the restaurant.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A blind person brings his trained guide dog into the restaurant.",1,0,"over","i","e","no",0,3756,"","","","","incongruent",""
"j1fpeDp6n8UR",37,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A couple bring their pet foxhound into the restaurant for dinner.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A couple bring their pet foxhound into the restaurant for dinner.",1,1,"core","i","i","yes",1,3083,"","","","","congruent",""
"j1fpeDp6n8UR",39,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A couple have breakfast together at the restaurant before work.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A couple have breakfast together at the restaurant before work.",0,0,"off","i","e","no",0,3517,"","","","","congruent",""
"j1fpeDp6n8UR",41,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings his pet monkey into the restaurant for lunch.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer brings his pet monkey into the restaurant for lunch.",0,1,"under","i","e","no",0,1752,"","","","","incongruent",""
"j1fpeDp6n8UR",43,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A man carries an injured dog into the restaurant to call for help.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A man carries an injured dog into the restaurant to call for help.",1,0,"over","i","e","no",0,2522,"","","","","incongruent",""
"j1fpeDp6n8UR",45,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings her pet bulldog into the restaurant for lunch.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer brings her pet bulldog into the restaurant for lunch.",1,1,"core","i","i","yes",1,2500,"","","","","congruent",""
"j1fpeDp6n8UR",47,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>Three colleagues have a meeting over dinner at the restaurant.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","Three colleagues have a meeting over dinner at the restaurant.",0,0,"off","i","e","no",0,3140,"","","","","congruent",""
"j1fpeDp6n8UR",49,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer walks into the restaurant with his new pet parrot.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer walks into the restaurant with his new pet parrot.",0,1,"under","i","e","no",0,1700,"","","","","incongruent",""
"j1fpeDp6n8UR",51,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer brings his new pet fox into the restaurant for lunch.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer brings his new pet fox into the restaurant for lunch.",0,1,"under","i","e","no",0,2640,"","","","","incongruent",""
"j1fpeDp6n8UR",53,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer walks into the restaurant with his pet greyhound.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer walks into the restaurant with his pet greyhound.",1,1,"core","i","i","yes",1,2674,"","","","","congruent",""
"j1fpeDp6n8UR",55,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A woman brings her trained therapy labrador into the restaurant.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A woman brings her trained therapy labrador into the restaurant.",1,0,"over","i","e","no",0,2824,"","","","","incongruent",""
"j1fpeDp6n8UR",57,"rules","A  restaurant's customers had their meals interrupted by the misbehaviour of a diner's pet dog.<br>
                     To address these concerns, the owner posted a rule: ""No dogs allowed in the restaurant""<br><br><br><b>A customer uses the restaurant WC while waiting for her food.</b><br>","dogs","To ensure that customers are not disturbed during their meals, the restaurant owner posted a rule: ""No dogs allowed in the restaurant"".","A customer uses the restaurant WC while waiting for her food.",0,0,"off","i","e","no",0,3255,"","","","","congruent",""
"j1fpeDp6n8UR",60,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,621,"b","blue","yellow","true","incongruent",""
"j1fpeDp6n8UR",62,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,789,"r","red","blue","true","incongruent",""
"j1fpeDp6n8UR",64,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,1194,"b","blue","blue","true","congruent",""
"j1fpeDp6n8UR",66,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,599,"b","blue","blue","true","congruent",""
"j1fpeDp6n8UR",68,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,827,"r","red","yellow","true","incongruent",""
"j1fpeDp6n8UR",70,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,673,"r","red","red","true","congruent",""
"j1fpeDp6n8UR",72,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,753,"g","green","green","true","congruent",""
"j1fpeDp6n8UR",74,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,695,"y","yellow","blue","true","incongruent",""
"j1fpeDp6n8UR",76,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,852,"b","blue","blue","true","congruent",""
"j1fpeDp6n8UR",78,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,663,"y","yellow","yellow","true","congruent",""
"j1fpeDp6n8UR",80,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,858,"b","blue","red","true","incongruent",""
"j1fpeDp6n8UR",82,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,677,"r","red","red","true","congruent",""
"j1fpeDp6n8UR",84,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,694,"y","yellow","yellow","true","congruent",""
"j1fpeDp6n8UR",86,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,633,"y","yellow","red","true","incongruent",""
"j1fpeDp6n8UR",88,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,715,"g","green","yellow","true","incongruent",""
"j1fpeDp6n8UR",90,"stroop","
                    <p style=""color:blue; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"b",NA,NA,702,"b","blue","green","true","incongruent",""
"j1fpeDp6n8UR",92,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,583,"g","green","green","true","congruent",""
"j1fpeDp6n8UR",94,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,696,"g","green","red","true","incongruent",""
"j1fpeDp6n8UR",96,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    red</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,631,"r","red","red","true","congruent",""
"j1fpeDp6n8UR",98,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,768,"y","yellow","green","true","incongruent",""
"j1fpeDp6n8UR",100,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    blue</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,1147,"g","green","blue","true","incongruent",""
"j1fpeDp6n8UR",102,"stroop","
                    <p style=""color:yellow; font-size:30px;""><b>
                    yellow</b></p>",NA,NA,NA,NA,NA,NA,NA,"y",NA,NA,610,"y","yellow","yellow","true","congruent",""
"j1fpeDp6n8UR",104,"stroop","
                    <p style=""color:green; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"g",NA,NA,608,"g","green","green","true","congruent",""
"j1fpeDp6n8UR",106,"stroop","
                    <p style=""color:red; font-size:30px;""><b>
                    green</b></p>",NA,NA,NA,NA,NA,NA,NA,"r",NA,NA,764,"r","red","green","true","incongruent",""
